Product_ID,Product_Name,Water_2019_m3_per_crore,Tourism_Demand_crore,Water_Multiplier,Total_Water_m3,Source_Group,Water_pct
73,Inorganic chemicals,0.0915248417721519,6936.159096179311,3121.1333326480053,21648677.35563491,Petroleum,0.33115357503747367
81,Other chemicals and chemical products,0.0915248417721519,6936.159096179311,3103.7142552546175,21527855.86352571,Manufacturing,0.3293054035119782
114,Electricity,5017.996459513858,2677.525416761989,7717.754055922934,20664482.645051584,Electricity,0.3160986323456604
67,"Publishing, printing and allied activities",640.745395443689,7691.926784309704,2592.732254744743,19943106.67481478,Manufacturing,0.30506395214022675
66,"Paper, Paper products and newsprint",1822.6095024829233,4235.442717285807,4660.339174030978,19738599.61473126,Manufacturing,0.3019356666124537
77,"Paints, varnishes and lacquers",0.0915248417721519,6936.159096179311,2705.0173571768373,18762430.74730504,Petroleum,0.28700349292913474
74,Organic chemicals,0.0915248417721519,6936.159096179311,2651.1747951384705,18388970.170861024,Petroleum,0.2812907741799313
79,"Soaps, cosmetics and glycerin",0.0915248417721519,6936.159096179311,2646.5259309301564,18356724.909095623,Petroleum,0.2807975277087397
137,Education services,0.0,24735.6858159984,527.8147674569226,13055860.256858693,Services,0.19971172964629494
55,Tobacco Products,0.913304348113924,4318.956500176744,2209.7488791509036,9543809.28536707,Manufacturing,0.1459888986475429
78,Drugs and medicine,0.0915248417721519,6936.159096179311,1285.084569156694,8913551.023715874,Petroleum,0.13634801975623403
130,Real estate services,0.0,6386.115313271854,1384.061236949218,8838774.659787385,Services,0.13520418727924544
59,Silk yarn and silk textiles,57.64319726684383,1338.7627083809944,6089.464636994994,8152348.170013707,Manufacturing,0.12470411919865158
58,Wool yarn and woolen textiles,57.64319726684383,1338.7627083809944,6038.251103262791,8083785.400888621,Manufacturing,0.12365533428965893
60,Carpet weaving,57.64319726684383,1338.7627083809944,5981.93305306423,8008388.8954740595,Manufacturing,0.12250201568717786
57,Synthetic yarn and synthetic textiles,57.64319726684383,1338.7627083809944,5503.354180714501,7367685.348153214,Manufacturing,0.11270135827291494
62,Misc. textile products,57.64319726684383,1338.7627083809944,4635.783264415684,6206213.758536429,Manufacturing,0.09493466228093361
135,Computer related services,0.0,12116.342795709705,504.1991657537236,6109049.929582972,Services,0.09344837520696178
56,Cotton Yarn and Cotton Textiles,57.64319726684383,1338.7627083809944,4156.527878574325,5564604.520181272,Manufacturing,0.08512015077207799
123,Water Transport,0.0,2901.3148702197277,562.1011078207803,1630832.3026874124,Services,0.024946371478022953
93,Machine tools,0.0,0.0,1910.2244329506675,0.0,Manufacturing,0.0
94,Other non electrical machinery,0.0,0.0,2408.6550681635385,0.0,Manufacturing,0.0
1,Paddy,180219.7883916962,0.0,189923.91420644106,0.0,Agriculture,0.0
92,Industrial machinery (except food and textile),0.0,0.0,1718.3897406654457,0.0,Manufacturing,0.0
91,Industrial machinery for food and textile industry,0.0,0.0,2177.2954003488326,0.0,Manufacturing,0.0
90,Tractors and other agricultural implements,0.0,0.0,2280.3090813760973,0.0,Manufacturing,0.0
89,Miscellaneous metal products,0.0,0.0,2869.216063840859,0.0,Manufacturing,0.0
88,"Hand tools, hardware",0.0,0.0,2523.5461100016832,0.0,Manufacturing,0.0
87,Non ferrous basic metals (including alloys),0.0,0.0,2977.5866950869863,0.0,Manufacturing,0.0
85,Iron and steel casting and forging,0.0,0.0,3316.0145840658347,0.0,Manufacturing,0.0
86,Iron and steel foundries,0.0,0.0,3354.2012726070966,0.0,Manufacturing,0.0
100,Other electrical machinery,0.0,0.0,1626.9778443514685,0.0,Manufacturing,0.0
95,Electrical industrial machinery,0.0,0.0,1842.3637126949477,0.0,Manufacturing,0.0
96,"Electrical cables, wires",0.0,0.0,2178.055594156757,0.0,Manufacturing,0.0
139,"Community, social and personal services",0.0,0.0,623.1855486363058,0.0,Services,0.0
138,Human health and social care services,0.0,0.0,486.86337311311763,0.0,Services,0.0
134,Other Business services,0.0,0.0,890.7801378091427,0.0,Services,0.0
133,Legal services,0.0,0.0,712.2284406042525,0.0,Services,0.0
131,Renting of machinery & equipment,0.0,0.0,1622.9196532637511,0.0,Services,0.0
129,Ownership of dwellings,0.0,0.0,49.61431963476866,0.0,Services,0.0
128,Insurance services,0.0,0.0,859.8243951913704,0.0,Services,0.0
127,Financial services,0.0,0.0,1659.8179646743001,0.0,Services,0.0
118,Repair & Maintenance of Motor Vehicle,0.0,0.0,2956.324938282902,0.0,Services,0.0
117,Trade,0.0,0.0,3606.83567019731,0.0,Services,0.0
116,Water Supply,0.0,0.0,8572.3156026861,0.0,Services,0.0
115,Gas,0.0,0.0,1547.7668763486106,0.0,Services,0.0
113,Construction and construction services,0.0,0.0,1449.4130473863045,0.0,Manufacturing,0.0
112,Miscellaneous manufacturing,0.0,0.0,5480.383133421376,0.0,Manufacturing,0.0
111,Gems & jewellery,0.0,0.0,774.7569073737177,0.0,Manufacturing,0.0
110,Other transport equipment,0.0,0.0,2528.6537928212115,0.0,Manufacturing,0.0
109,Aircrafts & Spacecrafts,0.0,0.0,2314.290528534186,0.0,Manufacturing,0.0
108,"Bicycles, cycle-rickshaw",0.0,0.0,2529.459453893958,0.0,Manufacturing,0.0
107,Motor cycles and scooters,0.0,0.0,2230.9237009651897,0.0,Manufacturing,0.0
106,Motor vehicles,0.0,0.0,1395.7636550071413,0.0,Manufacturing,0.0
105,Rail equipment,0.0,0.0,2536.1469693505383,0.0,Manufacturing,0.0
104,Ships and boats,0.0,0.0,2416.5302057871745,0.0,Manufacturing,0.0
103,Watches and clocks,0.0,0.0,1677.132938362536,0.0,Manufacturing,0.0
102,"Medical precision, optical instrument",0.0,0.0,1651.9971254922993,0.0,Manufacturing,0.0
101,Electronic equipment including T.V,0.0,0.0,718.5041361030618,0.0,Manufacturing,0.0
83,Non metallic mineral products,0.0,0.0,3387.0563702757445,0.0,Manufacturing,0.0
99,Communication equipment,0.0,0.0,1382.968413901009,0.0,Manufacturing,0.0
98,Electrical appliances,0.0,0.0,1803.9518293777633,0.0,Manufacturing,0.0
97,Batteries,0.0,0.0,2606.3851345784215,0.0,Manufacturing,0.0
84,Iron and steel Ferro alloys,0.0,0.0,3485.0356965691108,0.0,Manufacturing,0.0
71,Petroleum products,2806.060600864162,0.0,4828.9132766581,0.0,Petroleum,0.0
82,Cement,0.0,0.0,3496.935901544649,0.0,Manufacturing,0.0
29,Marine Fish,0.0,0.0,4412.182747616329,0.0,Agriculture,0.0
27,Other forestry products,0.0,0.0,2713.003121066986,0.0,Agriculture,0.0
26,Firewood,0.0,0.0,1385.76796025037,0.0,Agriculture,0.0
25,Industry Wood,0.0,0.0,3595.5469198694027,0.0,Agriculture,0.0
24,Other livestock products,6890.521037974683,0.0,16770.446144751364,0.0,Agriculture,0.0
23,Egg and poultry,79.15357974683545,0.0,12406.066549315105,0.0,Agriculture,0.0
22,Wool,0.0,0.0,18883.456260215593,0.0,Agriculture,0.0
21,Milk,0.0,0.0,6146.810582218302,0.0,Agriculture,0.0
20,Other food crops,13037.753243037974,0.0,21907.77375488829,0.0,Agriculture,0.0
19,Vegetables,16089.475949367088,0.0,23373.28574628944,0.0,Agriculture,0.0
18,Fruits,16089.475949367088,0.0,23518.89048820803,0.0,Agriculture,0.0
17,Rubber,13037.753243037974,0.0,27038.43170326158,0.0,Agriculture,0.0
16,Coffee,13037.753243037974,0.0,26938.051811367197,0.0,Agriculture,0.0
15,Tea,13037.753243037974,0.0,27038.307267718694,0.0,Agriculture,0.0
14,Tobacco,13037.753243037974,0.0,26671.51227347241,0.0,Agriculture,0.0
13,Coconut,16089.475949367088,0.0,29403.0435662672,0.0,Agriculture,0.0
12,Sugarcane,85956.16048748103,0.0,98556.40713499767,0.0,Agriculture,0.0
11,"jute, hemp and mesta",123.57088607594936,0.0,14120.983646177774,0.0,Agriculture,0.0
10,kapas,123.57088607594936,0.0,14121.232407809151,0.0,Agriculture,0.0
9,Other oil seeds,14048.860759493677,0.0,27586.80358053052,0.0,Agriculture,0.0
8,Rapeseed and mustard,14048.860759493677,0.0,27863.52244422683,0.0,Agriculture,0.0
7,Groundnut,14048.860759493677,0.0,26737.867270178234,0.0,Agriculture,0.0
6,Other pulses,3668.323457955697,0.0,16626.129580516237,0.0,Agriculture,0.0
5,Arhar,3668.323457955697,0.0,17227.999844477454,0.0,Agriculture,0.0
4,Gram,3668.323457955697,0.0,17155.84380057746,0.0,Agriculture,0.0
3,Coarse cereals,3668.323457955697,0.0,15514.122049515008,0.0,Agriculture,0.0
28,Inland Fish,0.0,0.0,4331.157764401356,0.0,Agriculture,0.0
30,Coal and Lignite,0.0,0.0,2723.6475548502503,0.0,Mining,0.0
75,Fertilizers,6.37559433022405,0.0,3193.530261430614,0.0,Petroleum,0.0
31,Natural Gas,0.0,0.0,3033.574183046784,0.0,Mining,0.0
72,Coal tar products,2806.060600864162,0.0,5847.159932293216,0.0,Petroleum,0.0
2,Wheat,137923.10382278482,0.0,148755.26874286923,0.0,Agriculture,0.0
70,Plastic products,2330.4242435995234,0.0,5621.427859923137,0.0,Manufacturing,0.0
69,Rubber products,2330.4242435995234,0.0,6079.703942919322,0.0,Manufacturing,0.0
68,Furniture & Fixtures,42.97392638269178,0.0,2111.3384289124288,0.0,Manufacturing,0.0
65,Wood and wood products except furniture,42.97392638269178,0.0,2667.1118002336575,0.0,Manufacturing,0.0
64,Leather and leather products except footwear,0.0,0.0,2930.3148301386555,0.0,Manufacturing,0.0
54,Coffee processed,0.0,0.0,44328.33240975176,0.0,Manufacturing,0.0
53,Tea processed,0.0,0.0,40525.66858237182,0.0,Manufacturing,0.0
50,Miscellaneous food products,0.0,0.0,36478.22817320911,0.0,Manufacturing,0.0
48,Sugar,18.03905872839241,0.0,31525.441770144804,0.0,Manufacturing,0.0
46,Edible Oils and Fats,32.107964070478104,0.0,8755.230341296457,0.0,Manufacturing,0.0
45,Dairy products,29.065562473596582,0.0,3062.7690724785984,0.0,Manufacturing,0.0
43,Processed fish & fish products,503.9567506506664,0.0,12428.125081462502,0.0,Manufacturing,0.0
42,Processed other meat & meat products,12.956616625350229,0.0,12496.770095303085,0.0,Manufacturing,0.0
41,Processed poultry meat & poultry meat products,3.505318770873203,0.0,13202.896844035868,0.0,Manufacturing,0.0
40,Other non metallic minerals,0.0,0.0,4148.701171301393,0.0,Mining,0.0
39,Mica,0.0,0.0,3679.9201132685425,0.0,Mining,0.0
38,Limestone,0.0,0.0,2275.621054536124,0.0,Mining,0.0
37,Other Metallic minerals,0.0,0.0,3000.265743045194,0.0,Mining,0.0
36,Copper ore,0.0,0.0,2935.7450496409097,0.0,Mining,0.0
35,Bauxite,0.0,0.0,3147.5659080002674,0.0,Mining,0.0
34,Manganese ore,0.0,0.0,3146.8439616167025,0.0,Mining,0.0
33,Iron ore,0.0,0.0,2567.2981035699218,0.0,Mining,0.0
32,Crude petroleum,0.0,0.0,3016.1243180007978,0.0,Mining,0.0
140,"Recreation, entertainment and radio & TV broadcasting and other services",0.0,0.0,1137.9428087402466,0.0,Services,0.0
